accuracy,precision,recall,f1
91.18217054263566,0.9168558319955006,0.9054995307874923,0.9105936130079497
89.79328165374677,0.9030414982477831,0.8918950263212114,0.8969299137435635
88.82428940568475,0.8931089728776641,0.8812788081062286,0.886576411674159
88.42054263565892,0.8880788846650861,0.878607413716009,0.8829385859659191
88.24289405684755,0.8879170640395385,0.8753998078508443,0.880969506385383
87.32235142118863,0.8808140031377256,0.8642093273436036,0.8713557932095298
87.3546511627907,0.8803345228262572,0.8652320667795923,0.8718024172070802
87.1608527131783,0.876514976633004,0.8627642885600951,0.8687761296260447
86.99935400516796,0.8765172352045498,0.8601214976552533,0.8671444130112614
87.43540051679587,0.8812956342930923,0.8644067862971693,0.8716149139447446
87.22545219638242,0.8787229336579975,0.8639243620473653,0.8703810795970344
86.85400516795866,0.8738769475869609,0.8602665048865914,0.8662500226909958
86.64405684754522,0.8694375217822938,0.8584883662205275,0.8633924462387087
86.33720930232558,0.8678374018996139,0.8548165976329533,0.8605297149482801
86.64405684754522,0.8735195559083887,0.8561855169173703,0.8635327693270259
86.14341085271317,0.8653047327377612,0.8531415698586534,0.8585097423832102
86.30490956072352,0.8681845698824641,0.8534164843505709,0.8597833380708627
85.78811369509044,0.8627332160177982,0.8489080814016768,0.8548900095061819
86.38565891472868,0.8691225514157455,0.8549094956612234,0.861029312103518
85.8204134366925,0.8621711092961252,0.849290081402109,0.8549395872538615
85.70736434108527,0.8621232732012795,0.8458450116905482,0.8525905301438325
85.12596899224806,0.8548925570679433,0.8418876262694478,0.8474395443649848
85.3843669250646,0.8586442684284729,0.844760730283428,0.8507893637653772
85.01291989664082,0.8572272010154296,0.8389223567940722,0.8463866554971077
84.0923772609819,0.8475992222165676,0.8281929768830046,0.8359522889455651
84.73837209302324,0.8536094633943145,0.8357169184290955,0.8427730994615604
84.91602067183463,0.8514745917775782,0.8391454230361477,0.8441837379307167
85.27131782945736,0.8580277716075438,0.8430318191541818,0.8489760936695422
84.59302325581395,0.8541935882365451,0.834423368212429,0.8425781297908599
85.2874677002584,0.8596515068422873,0.8399285791904548,0.8477036760318954
84.62532299741602,0.849589578996031,0.8362626253008782,0.8418914449614595
84.52842377260981,0.8512545768896159,0.83418996001237,0.841157403571312
84.17312661498708,0.8476275560849712,0.8307878282253868,0.8374810935982328
83.94702842377261,0.841498688790486,0.8268471883687809,0.8329356478359332
83.34948320413437,0.8376575096036533,0.8230494541726937,0.829034200592281
84.18927648578811,0.8502330255456885,0.8295141516288195,0.8377800373656492
84.31847545219638,0.8491830117083089,0.8306653812565403,0.8381479123290297
84.70607235142118,0.8577199081316511,0.8326353921667146,0.8421122441031175
82.81653746770026,0.8335113967042996,0.8151639086890686,0.8218570513361211
84.44767441860465,0.8489530356014924,0.8307720767173397,0.8380249664086371
82.65503875968993,0.8315935757523018,0.8168943357812148,0.8221585708801015
83.76937984496125,0.8455543152969446,0.8252984352211227,0.8333244862919168
83.15568475452196,0.8390257068691925,0.8172161963154911,0.824863215720311
83.41408268733849,0.8400736212630843,0.8217938770443474,0.8284529188626246
83.33333333333334,0.835736332205634,0.8238884510580592,0.8287204199294479
83.8985788113695,0.8462845834600766,0.8248977026159938,0.8332167970447423
83.43023255813954,0.8427290724944569,0.8200784029640049,0.8287176616403601
83.4625322997416,0.8428042814866123,0.8204604029644371,0.8289410342654951
82.70348837209302,0.8336144100400017,0.8143791555422749,0.8213694269047617
82.76808785529715,0.8331441452877856,0.8159023673307918,0.8220245523516203
84.27002583979328,0.8456186210082696,0.831377419013292,0.8371321627586602
83.02648578811369,0.8369458660755592,0.8183859121585542,0.8258368421498418
81.79909560723515,0.8237579713265918,0.8063912462976325,0.8128461486370218
82.00904392764858,0.8269643510038703,0.8065523956210795,0.8145368715811157
81.81524547803618,0.8254994467970093,0.8053010691629283,0.8128024586255748
81.4437984496124,0.8165219837766374,0.801517621877485,0.8065499112359441
82.65503875968993,0.8405082397652978,0.8088459450876034,0.8191692688650553
81.78294573643412,0.8240846963606855,0.804545555938582,0.8116360103752039
81.60529715762273,0.8198402220496462,0.8024816534800369,0.8091517327371432
82.38049095607235,0.8287455574461623,0.8101084298644473,0.8166629552902306
82.0251937984496,0.8315738726267563,0.8025539788223636,0.8127580015464136
81.76679586563309,0.8233725746468711,0.8056241512058474,0.8119108814773516
82.07364341085271,0.8274502734187635,0.8073743049591376,0.8144827014529734
81.96059431524549,0.8307419133383118,0.8020868830682071,0.8122876864882776
82.26744186046511,0.8238802097645541,0.8110211356599559,0.8153277040069605
80.52325581395348,0.8137129964290603,0.7910818890630313,0.7983840933642106
80.99160206718346,0.8194403115677685,0.7940374832179299,0.8017853334586323
83.01033591731266,0.8360689734811149,0.8185693305908304,0.8252674957067248
80.97545219638242,0.8148825799531835,0.79766890109292,0.8042975220797467
80.65245478036177,0.8115722583069438,0.7924875560901848,0.7992135378276674
81.12080103359173,0.8175545315441289,0.7934764148858156,0.8013818579680941
81.18540051679587,0.8182032014488398,0.7990934331198535,0.8058866253243061
