accuracy,precision,recall,f1
84.73895582329317,0.8474806201550387,0.8471666451529625,0.8472688533057852
85.54216867469879,0.8571150097465887,0.85471795533755,0.8550265234829861
85.14056224899599,0.854484919702311,0.8504582419000903,0.8507895376143817
85.14056224899599,0.8514516129032258,0.851587711372144,0.8513960352920302
84.73895582329317,0.8490253411306043,0.8466825868077965,0.8469724414542631
81.92771084337349,0.8230340760157273,0.8181554149993546,0.8183277396760542
84.33734939759037,0.8466861598440546,0.8443591067510003,0.8432116505481375
85.14056224899599,0.8574231523871811,0.8527171808441978,0.8510597022164024
82.32931726907631,0.8236511838530212,0.8228991867819802,0.8230620155038759
83.53413654618474,0.8376004666839513,0.836162385439525,0.8352457032195594
82.32931726907631,0.8372023013112122,0.8253194785078095,0.8220272904483431
81.92771084337349,0.8224171539961014,0.8202530011617399,0.8190903660170819
82.32931726907631,0.8282412847630238,0.8245127145991997,0.8229476405946994
81.52610441767068,0.8163219133807369,0.8158319349425585,0.8152342237708091
82.73092369477911,0.8305068226120857,0.8282883696914934,0.8271307941941004
82.73092369477911,0.8281007751937984,0.8278043113463276,0.8272980950691162
82.73092369477911,0.8281007751937984,0.8278043113463276,0.8272980950691162
82.73092369477911,0.8287294604735412,0.8279656641280495,0.8272646608050336
81.92771084337349,0.8214609800362976,0.820091648380018,0.8191721132897604
79.91967871485943,0.8083333333333333,0.8008906673551052,0.7982564169043298
83.93574297188755,0.8495039682539682,0.8410675100038725,0.8386051335234639
82.73092369477911,0.8281007751937984,0.8278043113463276,0.8272980950691162
82.73092369477911,0.8281007751937984,0.8278043113463276,0.8272980950691162
81.52610441767068,0.8163219133807369,0.8158319349425585,0.8152342237708091
82.73092369477911,0.8281007751937984,0.8278043113463276,0.8272980950691162
82.32931726907631,0.8282412847630238,0.8245127145991997,0.8229476405946994
82.73092369477911,0.8281007751937984,0.8278043113463276,0.8272980950691162
81.92771084337349,0.8248528449967298,0.820575706725184,0.8188563945875164
82.73092369477911,0.8281007751937984,0.8278043113463276,0.8272980950691162
82.73092369477911,0.8281007751937984,0.8278043113463276,0.8272980950691162
82.73092369477911,0.8281007751937984,0.8278043113463276,0.8272980950691162
77.91164658634538,0.7791612903225806,0.779269394604363,0.7791022146232882
82.73092369477911,0.8281007751937984,0.8278043113463276,0.8272980950691162
82.73092369477911,0.8281007751937984,0.8278043113463276,0.8272980950691162
